Group Name,CVE,CVSS Version,Severity,Description,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Confidentiality,Integrity,Availability,CPE String
Conti,CVE-2022-22959,3.1,4.3 ,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a cross site request forgery vulnerability. A malicious actor can trick a user through a cross site request forgery to unintentionally validate a malicious JDBC URI.",Network,Low,None,Required,None,Low,None,"[['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'identity_manager', '3.3.6'], ['Application', 'vmware', 'vrealize_automation', '7.6'], ['Application', 'vmware', 'vrealize_automation', '*']]"
Conti,CVE-2017-17215,3.0,8.8 ,Huawei HG532 with some customized versions has a remote code execution vulnerability. An authenticated attacker could send malicious packets to port 37215 to launch attacks. Successful exploit could lead to the remote execution of arbitrary code.,Network,Low,Low,None,High,High,High,"[['Operating System', 'huawei', 'hg532_firmware', '-'], ['Hardware Devices', 'huawei', 'hg532', '-']]"
Conti,CVE-2022-22961,3.1,5.3 ,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain an information disclosure vulnerability due to returning excess information. A malicious actor with remote access may leak the hostname of the target system. Successful exploitation of this issue can lead to targeting victims.",Network,Low,None,None,Low,None,None,"[['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'identity_manager', '3.3.6'], ['Application', 'vmware', 'vrealize_automation', '7.6'], ['Application', 'vmware', 'vrealize_automation', '*']]"
Conti,CVE-2022-22955,3.1,9.8 ,VMware Workspace ONE Access has two authentication bypass vulnerabilities (CVE-2022-22955 &amp; CVE-2022-22956) in the OAuth2 ACS framework. A malicious actor may bypass the authentication mechanism and execute any operation due to exposed endpoints in the authentication framework.,Network,Low,None,None,High,High,High,"[['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'identity_manager', '3.3.6'], ['Application', 'vmware', 'vrealize_automation', '7.6'], ['Application', 'vmware', 'vrealize_automation', '*']]"
Conti,CVE-2022-22956,3.1,9.8 ,VMware Workspace ONE Access has two authentication bypass vulnerabilities (CVE-2022-22955 &amp; CVE-2022-22956) in the OAuth2 ACS framework. A malicious actor may bypass the authentication mechanism and execute any operation due to exposed endpoints in the authentication framework.,Network,Low,None,None,High,High,High,"[['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'identity_manager', '3.3.6'], ['Application', 'vmware', 'vrealize_automation', '7.6'], ['Application', 'vmware', 'vrealize_automation', '*']]"
Conti,CVE-2022-22957,3.1,7.2 ,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain two remote code execution vulnerabilities (CVE-2022-22957 &amp; CVE-2022-22958). A malicious actor with administrative access can trigger deserialization of untrusted data through malicious JDBC URI which may result in remote code execution.",Network,Low,High,None,High,High,High,"[['Application', 'vmware', 'cloud_foundation', '*'], ['Application', 'vmware', 'identity_manager', '3.3.3'], ['Application', 'vmware', 'identity_manager', '3.3.4'], ['Application', 'vmware', 'identity_manager', '3.3.5'], ['Application', 'vmware', 'identity_manager', '3.3.6'], ['Application', 'vmware', 'vrealize_automation', '7.6'], ['Application', 'vmware', 'vrealize_automation', '*']]"
Conti,CVE-2022-27255,3.1,9.8 ,"In Realtek eCos RSDK 1.5.7p1 and MSDK 4.9.4p1, the SIP ALG function that rewrites SDP data has a stack-based buffer overflow. This allows an attacker to remotely execute code without authentication via a crafted SIP packet that contains malicious SDP data.",Network,Low,None,None,High,High,High,"[['Operating System', 'realtek', 'ecos_msdk_firmware', '4.9.4p1'], ['Hardware Devices', 'realtek', 'ecos_msdk', '-'], ['Operating System', 'realtek', 'ecos_rsdk_firmware', '1.5.7p1'], ['Hardware Devices', 'realtek', 'ecos_rsdk', '-']]"
Conti,CVE-2021-20090,3.1,9.8 ,A path traversal vulnerability in the web interfaces of Buffalo WSR-2533DHPL2 firmware version &lt;= 1.02 and WSR-2533DHP3 firmware version &lt;= 1.24 could allow unauthenticated remote attackers to bypass authentication.,Network,Low,None,None,High,High,High,"[['Operating System', 'buffalo', 'wsr-2533dhp3-bk_firmware', 'versions up to (including) 1.24'], ['Hardware Devices', 'buffalo', 'wsr-2533dhp3-bk', '-'], ['Operating System', 'buffalo', 'wsr-2533dhpl2-bk_firmware', 'versions up to (including) 1.02'], ['Hardware Devices', 'buffalo', 'wsr-2533dhpl2-bk', '-']]"
Conti,CVE-2021-28799,3.1,9.8 ,"An improper authorization vulnerability has been reported to affect QNAP NAS running HBS 3 (Hybrid Backup Sync. ) If exploited, the vulnerability allows remote attackers to log in to a device. This issue affects: QNAP Systems Inc. HBS 3 versions prior to v16.0.0415 on QTS 4.5.2; versions prior to v3.0.210412 on QTS 4.3.6; versions prior to v3.0.210411 on QTS 4.3.4; versions prior to v3.0.210411 on QTS 4.3.3; versions prior to v16.0.0419 on QuTS hero h4.5.1; versions prior to v16.0.0419 on QuTScloud c4.5.1~c4.5.4. This issue does not affect: QNAP Systems Inc. HBS 2 . QNAP Systems Inc. HBS 1.3 .",Network,Low,None,None,High,High,High,"[['Application', 'qnap', 'quts_hero', 'h4.5.1'], ['Operating System', 'qnap', 'quts_hero', 'h4.5.1'], ['Application', 'qnap', 'hybrid_backup_sync', 'versions up to (excluding) 16.0'], ['Application', 'qnap', 'qts', '4.5.2'], ['Application', 'qnap', 'hybrid_backup_sync', 'versions up to (excluding) 16.0'], ['Application', 'qnap', 'quts_hero', 'h4.5.1'], ['Application', 'qnap', 'hybrid_backup_sync', 'versions up to (excluding) 16.0'], ['Operating System', 'qnap', 'qutscloud', '*'], ['Application', 'qnap', 'hybrid_backup_sync', 'versions up to (excluding) 3.0'], ['Application', 'qnap', 'qts', '4.3.3'], ['Application', 'qnap', 'qts', '4.3.4'], ['Application', 'qnap', 'hybrid_backup_sync', 'versions up to (excluding) 3.0'], ['Application', 'qnap', 'qts', '4.3.6']]"
Conti,CVE-2021-40438,3.1,9.0 ,A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the remote user. This issue affects Apache HTTP Server 2.4.48 and earlier.,Network,High,None,None,High,High,High,"[['Application', 'siemens', 'sinec_nms', '*'], ['Application', 'siemens', 'sinema_server', '14.0'], ['Application', 'oracle', 'http_server', '12.2.1.3.0'], ['Application', 'oracle', 'http_server', '12.2.1.4.0'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'oracle', 'enterprise_manager_ops_center', '12.4.0.0'], ['Application', 'oracle', 'http_server', '12.2.1.3.0'], ['Application', 'oracle', 'http_server', '12.2.1.4.0'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'oracle', 'secure_global_desktop', '5.6'], ['Application', 'oracle', 'http_server', '12.2.1.3.0'], ['Application', 'oracle', 'http_server', '12.2.1.4.0'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'netapp', 'clustered_data_ontap', '-'], ['Application', 'netapp', 'storagegrid', '-'], ['Application', 'netapp', 'cloud_backup', '-'], ['Application', 'netapp', 'clustered_data_ontap', '-'], ['Application', 'netapp', 'storagegrid', '-'], ['Application', 'netapp', 'clustered_data_ontap', '-'], ['Application', 'netapp', 'storagegrid', '-'], ['Operating System', 'f5', 'f5os', '*'], ['Operating System', 'f5', 'f5os', '*'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Operating System', 'debian', 'debian_linux', '10.0'], ['Operating System', 'debian', 'debian_linux', '11.0'], ['Operating System', 'debian', 'debian_linux', '9.0'], ['Application', 'apache', 'http_server', 'versions up to (including) 2.4'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35']]"
Conti,CVE-2021-40444,3.1,7.8 ,Microsoft MSHTML Remote Code Execution Vulnerability,Local,Low,None,Required,High,High,High,"[['Operating System', 'microsoft', 'windows_10', '-'], ['Operating System', 'microsoft', 'windows_10', '20h2'], ['Operating System', 'microsoft', 'windows_10', '21h1'], ['Operating System', 'microsoft', 'windows_10', '1607'], ['Operating System', 'microsoft', 'windows_10', '1809'], ['Operating System', 'microsoft', 'windows_10', '1909'], ['Operating System', 'microsoft', 'windows_10', '2004'], ['Operating System', 'microsoft', 'windows_7', '-'], ['Operating System', 'microsoft', 'windows_8.1', '-']]"
Conti,CVE-2021-4104,3.1,7.5 ,"JMSAppender in Log4j 1.2 is vulnerable to deserialization of untrusted data when the attacker has write access to the Log4j configuration. The attacker can provide TopicBindingName and TopicConnectionFactoryBindingName configurations causing JMSAppender to perform JNDI requests that result in remote code execution in a similar fashion to CVE-2021-44228. Note this issue only affects Log4j 1.2 when specifically configured to use JMSAppender, which is not the default. Apache Log4j 1.2 reached end of life in August 2015. Users should upgrade to Log4j 2 as it addresses numerous other issues from the previous versions.",Network,High,Low,None,High,High,High,"[['Application', 'oracle', 'retail_allocation', '14.1.3.2'], ['Application', 'oracle', 'retail_allocation', '15.0.3.1'], ['Application', 'oracle', 'retail_allocation', '16.0.3'], ['Application', 'oracle', 'retail_allocation', '19.0.1'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.1.1'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.2.2'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.3.1'], ['Application', 'oracle', 'advanced_supply_chain_planning', '12.1'], ['Application', 'oracle', 'advanced_supply_chain_planning', '12.2'], ['Application', 'oracle', 'business_intelligence', '5.9.0.0.0'], ['Application', 'oracle', 'business_intelligence', '12.2.1.3.0'], ['Application', 'oracle', 'business_intelligence', '12.2.1.4.0'], ['Application', 'oracle', 'business_process_management_suite', '12.2.1.3.0'], ['Application', 'oracle', 'retail_allocation', '14.1.3.2'], ['Application', 'oracle', 'retail_allocation', '15.0.3.1'], ['Application', 'oracle', 'retail_allocation', '16.0.3'], ['Application', 'oracle', 'retail_allocation', '19.0.1'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.1.1'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.2.2'], ['Application', 'oracle', 'utilities_testing_accelerator', '6.0.0.3.1'], ['Application', 'apache', 'log4j', '1.2'], ['Application', 'redhat', 'codeready_studio', '12.0'], ['Application', 'redhat', 'integration_camel_k', '-'], ['Application', 'redhat', 'integration_camel_quarkus', '-'], ['Application', 'redhat', 'jboss_a-mq', '6.0.0'], ['Application', 'redhat', 'jboss_a-mq', '7'], ['Application', 'redhat', 'jboss_a-mq_streaming', '-'], ['Application', 'redhat', 'jboss_data_grid', '7.0.0'], ['Application', 'redhat', 'jboss_data_virtualization', '6.0.0'], ['Operating System', 'fedoraproject', 'fedora', '35']]"
Conti,CVE-2021-41773,3.1,7.5 ,"A flaw was found in a change made to path normalization in Apache HTTP Server 2.4.49. An attacker could use a path traversal attack to map URLs to files outside the directories configured by Alias-like directives. If files outside of these directories are not protected by the usual default configuration ""require all denied"", these requests can succeed. If CGI scripts are also enabled for these aliased pathes, this could allow for remote code execution. This issue is known to be exploited in the wild. This issue only affects Apache 2.4.49 and not earlier versions. The fix in Apache HTTP Server 2.4.50 was found to be incomplete, see CVE-2021-42013.",Network,Low,None,None,High,None,None,"[['Application', 'netapp', 'cloud_backup', '-'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35'], ['Application', 'apache', 'http_server', '2.4.49']]"
Conti,CVE-2021-42013,3.1,9.8 ,"It was found that the fix for CVE-2021-41773 in Apache HTTP Server 2.4.50 was insufficient. An attacker could use a path traversal attack to map URLs to files outside the directories configured by Alias-like directives. If files outside of these directories are not protected by the usual default configuration ""require all denied"", these requests can succeed. If CGI scripts are also enabled for these aliased pathes, this could allow for remote code execution. This issue only affects Apache 2.4.49 and Apache 2.4.50 and not earlier versions.",Network,Low,None,None,High,High,High,"[['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'oracle', 'secure_backup', 'versions up to (excluding) 18.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'oracle', 'jd_edwards_enterpriseone_tools', 'versions up to (excluding) 9.2'], ['Application', 'oracle', 'secure_backup', 'versions up to (excluding) 18.1'], ['Application', 'netapp', 'cloud_backup', '-'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.1'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.2'], ['Application', 'oracle', 'instantis_enterprisetrack', '17.3'], ['Application', 'oracle', 'secure_backup', 'versions up to (excluding) 18.1'], ['Application', 'apache', 'http_server', '2.4.49'], ['Application', 'apache', 'http_server', '2.4.50'], ['Operating System', 'fedoraproject', 'fedora', '34'], ['Operating System', 'fedoraproject', 'fedora', '35']]"
